time;inertia.phi;springDamper.tau
2.47200000000000E+01;2.61799454521086E-01;4.16773607221808E-06
2.47800000000000E+01;2.61799655974170E-01;5.87941039327860E-06
2.48400000000000E+01;2.61799836350945E-01;7.28657149178716E-06
2.49000000000000E+01;2.61799990595617E-01;8.35793812853561E-06
2.49600000000000E+01;2.61800114857205E-01;9.07574862318792E-06
2.50200000000000E+01;2.61800206553505E-01;9.43559208804808E-06
2.50800000000000E+01;2.61800264387145E-01;9.44578441617992E-06
2.51400000000000E+01;2.61800288315933E-01;9.12633727848335E-06
2.52000000000000E+01;2.61800279481221E-01;8.50757974796440E-06
2.52600000000000E+01;2.61800240099197E-01;7.62850080576355E-06
2.53200000000000E+01;2.61800173321082E-01;6.53488672234798E-06
2.53800000000000E+01;2.61800083068893E-01;5.27733015427943E-06
2.54400000000000E+01;2.61799973853917E-01;3.90918777066944E-06
2.55000000000000E+01;2.61799850585236E-01;2.48456056122970E-06
2.55600000000000E+01;2.61799718375550E-01;1.05636586637641E-06
2.56200000000000E+01;2.61799582351211E-01;-3.25437067872596E-07
2.56800000000000E+01;2.61799447472852E-01;-1.61541512051550E-06
2.57400000000000E+01;2.61799318372236E-01;-2.77398032953976E-06
2.58000000000000E+01;2.61799199210063E-01;-3.76842847221214E-06
2.58600000000000E+01;2.61799093558469E-01;-4.57367735501689E-06
2.59200000000000E+01;2.61799004310875E-01;-5.17269658289131E-06
2.59800000000000E+01;2.61798933620727E-01;-5.55663181014359E-06
2.60400000000000E+01;2.61798882869584E-01;-5.72463693883455E-06
2.61000000000000E+01;2.61798852663950E-01;-5.68343712284675E-06
2.61600000000000E+01;2.61798842859295E-01;-5.44665348229586E-06
2.62200000000000E+01;2.61798852608838E-01;-5.03392692327375E-06
2.62800000000000E+01;2.61798880433942E-01;-4.46988330339174E-06
2.63400000000000E+01;2.61798924312439E-01;-3.78298521435425E-06
2.64000000000000E+01;2.61798981780722E-01;-3.00431700111659E-06
2.64600000000000E+01;2.61799050045285E-01;-2.16634921487994E-06
2.65200000000000E+01;2.61799126099250E-01;-1.30172675332124E-06
2.65800000000000E+01;2.61799206839538E-01;-4.42121510487743E-07
2.66400000000000E+01;2.61799289180574E-01;3.82814240101601E-07
2.67000000000000E+01;2.61799370160750E-01;1.14636315051458E-06
2.67600000000000E+01;2.61799447038374E-01;1.82550254532176E-06
2.68200000000000E+01;2.61799517374366E-01;2.40149121369094E-06
2.68800000000000E+01;2.61799579099600E-01;2.86027287018685E-06
2.69400000000000E+01;2.61799630565431E-01;3.19269292158643E-06
2.70000000000000E+01;2.61799670576633E-01;3.39453184675012E-06
2.70600000000000E+01;2.61799698406624E-01;3.46636472678418E-06
2.71200000000000E+01;2.61799713795482E-01;3.41326193208478E-06
2.71800000000000E+01;2.61799716931812E-01;3.24435064826080E-06
2.72400000000000E+01;2.61799708420053E-01;2.97226062709621E-06
2.73000000000000E+01;2.61799689235201E-01;2.61248020507122E-06
2.73600000000000E+01;2.61799660667256E-01;2.18265025646757E-06
2.74200000000000E+01;2.61799624257942E-01;1.70182428496757E-06
2.74800000000000E+01;2.61799581732334E-01;1.18972241206104E-06
2.75400000000000E+01;2.61799534928086E-01;6.66005587574816E-07
2.76000000000000E+01;2.61799485724859E-01;1.49594147132250E-07
2.76600000000000E+01;2.61799435976394E-01;-3.41948142763350E-07
2.77200000000000E+01;2.61799387447448E-01;-7.92946904734417E-07
2.77800000000000E+01;2.61799341757502E-01;-1.19005311499410E-06
2.78400000000000E+01;2.61799300332805E-01;-1.52257267021246E-06
2.79000000000000E+01;2.61799264367950E-01;-1.78268427449625E-06
2.79600000000000E+01;2.61799234797752E-01;-1.96554455615797E-06
2.80200000000000E+01;2.61799212279813E-01;-2.06928333075217E-06
2.80800000000000E+01;2.61799197187765E-01;-2.09489556094697E-06
2.81400000000000E+01;2.61799189614795E-01;-2.04603980905493E-06
2.82000000000000E+01;2.61799189386732E-01;-1.92875563848514E-06
2.82600000000000E+01;2.61799196083690E-01;-1.75111453161079E-06
2.83200000000000E+01;2.61799209069004E-01;-1.52282036536501E-06
2.83800000000000E+01;2.61799227524041E-01;-1.25477628538463E-06
2.84400000000000E+01;2.61799250487312E-01;-9.58635041858919E-07
2.85000000000000E+01;2.61799276896287E-01;-6.46349397895572E-07
2.85600000000000E+01;2.61799305630297E-01;-3.29738274350477E-07
2.86200000000000E+01;2.61799335552956E-01;-2.00828378226715E-08
2.86800000000000E+01;2.61799365552667E-01;2.72235163829899E-07
2.87400000000000E+01;2.61799394579894E-01;5.38042657515683E-07
2.88000000000000E+01;2.61799421680115E-01;7.69624389327540E-07
2.88600000000000E+01;2.61799446021533E-01;9.60906769402760E-07
2.89200000000000E+01;2.61799466916907E-01;1.10757382205521E-06
2.89800000000000E+01;2.61799483839069E-01;1.20711515658545E-06
2.90400000000000E+01;2.61799496429969E-01;1.25880824204046E-06
2.91000000000000E+01;2.61799504503289E-01;1.26363943766698E-06
2.91600000000000E+01;2.61799508040936E-01;1.22417009115157E-06
2.92200000000000E+01;2.61799507183874E-01;1.14435557454250E-06
2.92800000000000E+01;2.61799502217944E-01;1.02932629558724E-06
2.93400000000000E+01;2.61799493555471E-01;8.85140535937383E-07
2.94000000000000E+01;2.61799481713534E-01;7.18519362544766E-07
2.94600000000000E+01;2.61799467289848E-01;5.36573889813376E-07
2.95200000000000E+01;2.61799450937248E-01;3.46534845759627E-07
2.95800000000000E+01;2.61799433337738E-01;1.55493717647513E-07
2.96400000000000E+01;2.61799415177031E-01;-2.98361690529866E-08
2.97000000000000E+01;2.61799397120447E-01;-2.03331483327706E-07
2.97600000000000E+01;2.61799379790926E-01;-3.59637829079829E-07
2.98200000000000E+01;2.61799363749796E-01;-4.94311479112342E-07
2.98800000000000E+01;2.61799349480804E-01;-6.03921125862546E-07
2.99400000000000E+01;2.61799337377790E-01;-6.86108441773304E-07
3.00000000000000E+01;2.61799327735957E-01;-7.39610062851660E-07
